_norm_symbol,symbol,exchange,file,records,first_timestamp,last_timestamp,listing_date,delisting_date,universe_status,expected_trading_days,observed_trading_days,missing_trading_days,coverage_status,audited_expected_trading_days,audited_missing_trading_days,audited_coverage_status
001278.SZ,001278,SZ,data/stock_1m/SZ/001278.parquet,199841,2023-03-08 09:30:00,2026-08-07 10:21:00,2023-03-08,,L,830,830,0,complete,830,0,complete
001279.SZ,001279,SZ,data/stock_1m/SZ/001279.parquet,107056,2024-10-11 09:30:00,2026-08-07 10:21:00,2024-10-11,,L,445,445,0,complete,445,0,complete
001280.SZ,001280,SZ,data/stock_1m/SZ/001280.parquet,39576,2025-12-03 09:30:00,2026-08-07 10:21:00,2025-12-03,,L,165,165,0,complete,165,0,complete
001282.SZ,001282,SZ,data/stock_1m/SZ/001282.parquet,187550,2023-05-24 09:30:00,2026-08-07 10:21:00,2023-05-24,,L,779,779,0,complete,779,0,complete
001283.SZ,001283,SZ,data/stock_1m/SZ/001283.parquet,228761,2022-09-05 09:30:00,2026-08-07 10:21:00,2022-09-05,,L,950,950,0,complete,950,0,complete
001285.SZ,001285,SZ,data/stock_1m/SZ/001285.parquet,49216,2025-09-30 09:30:00,2026-08-07 10:21:00,2025-09-30,,L,205,205,0,complete,205,0,complete
001286.SZ,001286,SZ,data/stock_1m/SZ/001286.parquet,194539,2023-04-10 09:30:00,2026-08-07 10:21:00,2023-04-10,,L,808,808,0,complete,808,0,complete
001287.SZ,001287,SZ,data/stock_1m/SZ/001287.parquet,194539,2023-04-10 09:30:00,2026-08-07 10:21:00,2023-04-10,,L,808,808,0,complete,808,0,complete
001288.SZ,001288,SZ,data/stock_1m/SZ/001288.parquet,278889,2021-11-01 09:30:00,2026-08-07 10:21:00,2021-11-01,,L,1158,1158,0,complete,1158,0,complete
001289.SZ,001289,SZ,data/stock_1m/SZ/001289.parquet,264670,2022-01-24 09:30:00,2026-08-07 10:21:00,2022-01-24,,L,1099,1099,0,complete,1099,0,complete
001296.SZ,001296,SZ,data/stock_1m/SZ/001296.parquet,269490,2021-12-24 09:30:00,2026-08-07 10:21:00,2021-12-24,,L,1119,1119,0,complete,1119,0,complete
001298.SZ,001298,SZ,data/stock_1m/SZ/001298.parquet,220567,2022-10-31 09:30:00,2026-08-07 10:21:00,2022-10-31,,L,916,916,0,complete,916,0,complete
001299.SZ,001299,SZ,data/stock_1m/SZ/001299.parquet,220567,2022-10-31 09:30:00,2026-08-07 10:21:00,2022-10-31,,L,916,916,0,complete,916,0,complete
001300.SZ,001300,SZ,data/stock_1m/SZ/001300.parquet,222495,2022-10-19 09:30:00,2026-08-07 10:21:00,2022-10-19,,L,924,924,0,complete,924,0,complete
001301.SZ,001301,SZ,data/stock_1m/SZ/001301.parquet,210445,2022-12-28 09:30:00,2026-08-07 10:21:00,2022-12-28,,L,874,874,0,complete,874,0,complete
001306.SZ,001306,SZ,data/stock_1m/SZ/001306.parquet,159112,2023-11-16 09:30:00,2026-08-07 10:21:00,2023-11-16,,L,661,661,0,complete,661,0,complete
001308.SZ,001308,SZ,data/stock_1m/SZ/001308.parquet,256476,2022-03-18 09:30:00,2026-08-07 10:21:00,2022-03-18,,L,1065,1065,0,complete,1065,0,complete
001309.SZ,001309,SZ,data/stock_1m/SZ/001309.parquet,239847,2022-07-01 09:30:00,2026-08-07 10:21:00,2022-07-01,,L,996,996,0,complete,996,0,complete
001311.SZ,001311,SZ,data/stock_1m/SZ/001311.parquet,201528,2023-02-27 09:30:00,2026-08-07 10:21:00,2023-02-27,,L,837,837,0,complete,837,0,complete
001313.SZ,001313,SZ,data/stock_1m/SZ/001313.parquet,261778,2022-02-16 09:30:00,2026-08-07 10:21:00,2022-02-16,,L,1087,1087,0,complete,1087,0,complete
001314.SZ,001314,SZ,data/stock_1m/SZ/001314.parquet,203697,2023-02-14 09:30:00,2026-08-07 10:21:00,2023-02-14,,L,846,846,0,complete,846,0,complete
001316.SZ,001316,SZ,data/stock_1m/SZ/001316.parquet,241052,2022-06-24 09:30:00,2026-08-07 10:21:00,2022-06-24,,L,1001,1001,0,complete,1001,0,complete
001317.SZ,001317,SZ,data/stock_1m/SZ/001317.parquet,273828,2021-11-30 09:30:00,2026-08-07 10:21:00,2021-11-30,,L,1137,1137,0,complete,1137,0,complete
001318.SZ,001318,SZ,data/stock_1m/SZ/001318.parquet,246836,2022-05-20 09:30:00,2026-08-07 10:21:00,2022-05-20,,L,1025,1025,0,complete,1025,0,complete
001319.SZ,001319,SZ,data/stock_1m/SZ/001319.parquet,248282,2022-05-12 09:30:00,2026-08-07 10:21:00,2022-05-12,,L,1031,1031,0,complete,1031,0,complete
001322.SZ,001322,SZ,data/stock_1m/SZ/001322.parquet,221290,2022-10-26 09:30:00,2026-08-07 10:21:00,2022-10-26,,L,919,919,0,complete,919,0,complete
001323.SZ,001323,SZ,data/stock_1m/SZ/001323.parquet,241293,2022-06-23 09:30:00,2026-08-07 10:21:00,2022-06-23,,L,1002,1002,0,complete,1002,0,complete
001324.SZ,001324,SZ,data/stock_1m/SZ/001324.parquet,188032,2023-05-22 09:30:00,2026-08-07 10:21:00,2023-05-22,,L,781,781,0,complete,781,0,complete
001325.SZ,001325,SZ,data/stock_1m/SZ/001325.parquet,36925,2025-12-18 09:30:00,2026-08-07 10:21:00,2025-12-18,,L,154,154,0,complete,154,0,complete
001326.SZ,001326,SZ,data/stock_1m/SZ/001326.parquet,160317,2023-11-09 09:30:00,2026-08-07 10:21:00,2023-11-09,,L,666,666,0,complete,666,0,complete
001328.SZ,001328,SZ,data/stock_1m/SZ/001328.parquet,194539,2023-04-10 09:30:00,2026-08-07 10:21:00,2023-04-10,,L,808,808,0,complete,808,0,complete
001330.SZ,001330,SZ,data/stock_1m/SZ/001330.parquet,231653,2022-08-18 09:30:00,2026-08-07 10:21:00,2022-08-18,,L,962,962,0,complete,962,0,complete
001331.SZ,001331,SZ,data/stock_1m/SZ/001331.parquet,224046,2022-09-08 09:30:00,2026-08-07 10:21:00,2022-09-08,,L,947,937,10,partial,937,0,complete
001332.SZ,001332,SZ,data/stock_1m/SZ/001332.parquet,226351,2022-09-20 09:30:00,2026-08-07 10:21:00,2022-09-20,,L,940,940,0,complete,940,0,complete
001333.SZ,001333,SZ,data/stock_1m/SZ/001333.parquet,213819,2022-12-08 09:30:00,2026-08-07 10:21:00,2022-12-08,,L,888,888,0,complete,888,0,complete
001335.SZ,001335,SZ,data/stock_1m/SZ/001335.parquet,77172,2025-04-15 09:30:00,2026-08-07 10:21:00,2025-04-15,,L,321,321,0,complete,321,0,complete
001336.SZ,001336,SZ,data/stock_1m/SZ/001336.parquet,235991,2022-07-25 09:30:00,2026-08-07 10:21:00,2022-07-25,,L,980,980,0,complete,980,0,complete
001337.SZ,001337,SZ,data/stock_1m/SZ/001337.parquet,200564,2023-03-03 09:30:00,2026-08-07 10:21:00,2023-03-03,,L,833,833,0,complete,833,0,complete
001338.SZ,001338,SZ,data/stock_1m/SZ/001338.parquet,217675,2022-11-16 09:30:00,2026-08-07 10:21:00,2022-11-16,,L,904,904,0,complete,904,0,complete
001339.SZ,001339,SZ,data/stock_1m/SZ/001339.parquet,232376,2022-08-15 09:30:00,2026-08-07 10:21:00,2022-08-15,,L,965,965,0,complete,965,0,complete
001356.SZ,001356,SZ,data/stock_1m/SZ/001356.parquet,89463,2025-01-23 09:30:00,2026-08-07 10:21:00,2025-01-23,,L,372,372,0,complete,372,0,complete
001358.SZ,001358,SZ,data/stock_1m/SZ/001358.parquet,153087,2023-12-21 09:30:00,2026-08-07 10:21:00,2023-12-21,,L,636,636,0,complete,636,0,complete
001359.SZ,001359,SZ,data/stock_1m/SZ/001359.parquet,137904,2024-03-28 09:30:00,2026-08-07 10:21:00,2024-03-28,,L,573,573,0,complete,573,0,complete
001360.SZ,001360,SZ,data/stock_1m/SZ/001360.parquet,194539,2023-04-10 09:30:00,2026-08-07 10:21:00,2023-04-10,,L,808,808,0,complete,808,0,complete
001366.SZ,001366,SZ,data/stock_1m/SZ/001366.parquet,200082,2023-03-07 09:30:00,2026-08-07 10:21:00,2023-03-07,,L,831,831,0,complete,831,0,complete
001367.SZ,001367,SZ,data/stock_1m/SZ/001367.parquet,194539,2023-04-10 09:30:00,2026-08-07 10:21:00,2023-04-10,,L,808,808,0,complete,808,0,complete
001368.SZ,001368,SZ,data/stock_1m/SZ/001368.parquet,199118,2023-03-13 09:30:00,2026-08-07 10:21:00,2023-03-13,,L,827,827,0,complete,827,0,complete
001369.SZ,001369,SZ,data/stock_1m/SZ/001369.parquet,34997,2025-12-30 09:30:00,2026-08-07 10:21:00,2025-12-30,,L,146,146,0,complete,146,0,complete
001373.SZ,001373,SZ,data/stock_1m/SZ/001373.parquet,186104,2023-06-01 09:30:00,2026-08-07 10:21:00,2023-06-01,,L,773,773,0,complete,773,0,complete
001376.SZ,001376,SZ,data/stock_1m/SZ/001376.parquet,161281,2023-11-03 09:30:00,2026-08-07 10:21:00,2023-11-03,,L,670,670,0,complete,670,0,complete
001378.SZ,001378,SZ,data/stock_1m/SZ/001378.parquet,162245,2023-10-30 09:30:00,2026-08-07 10:21:00,2023-10-30,,L,674,674,0,complete,674,0,complete
001379.SZ,001379,SZ,data/stock_1m/SZ/001379.parquet,148267,2024-01-19 09:30:00,2026-08-07 10:21:00,2024-01-19,,L,616,616,0,complete,616,0,complete
001380.SZ,001380,SZ,data/stock_1m/SZ/001380.parquet,188996,2023-05-16 09:30:00,2026-08-07 10:21:00,2023-05-16,,L,785,785,0,complete,785,0,complete
001382.SZ,001382,SZ,data/stock_1m/SZ/001382.parquet,81028,2025-03-21 09:30:00,2026-08-07 10:21:00,2025-03-21,,L,337,337,0,complete,337,0,complete
001386.SZ,001386,SZ,data/stock_1m/SZ/001386.parquet,46806,2025-10-22 09:30:00,2026-08-07 10:21:00,2025-10-22,,L,195,195,0,complete,195,0,complete
001387.SZ,001387,SZ,data/stock_1m/SZ/001387.parquet,149713,2024-01-11 09:30:00,2026-08-07 10:21:00,2024-01-11,,L,622,622,0,complete,622,0,complete
001388.SZ,001388,SZ,data/stock_1m/SZ/001388.parquet,64881,2025-07-01 09:30:00,2026-08-07 10:21:00,2025-07-01,,L,270,270,0,complete,270,0,complete
001389.SZ,001389,SZ,data/stock_1m/SZ/001389.parquet,137181,2024-04-02 09:30:00,2026-08-07 10:21:00,2024-04-02,,L,570,570,0,complete,570,0,complete
001390.SZ,001390,SZ,data/stock_1m/SZ/001390.parquet,70183,2025-05-29 09:30:00,2026-08-07 10:21:00,2025-05-29,,L,292,292,0,complete,292,0,complete
001391.SZ,001391,SZ,data/stock_1m/SZ/001391.parquet,93560,2024-12-30 09:30:00,2026-08-07 10:21:00,2024-12-30,,L,389,389,0,complete,389,0,complete
001395.SZ,001395,SZ,data/stock_1m/SZ/001395.parquet,88981,2025-01-27 09:30:00,2026-08-07 10:21:00,2025-01-27,,L,370,370,0,complete,370,0,complete
001396.SZ,001396,SZ,data/stock_1m/SZ/001396.parquet,34997,2025-12-30 09:30:00,2026-08-07 10:21:00,2025-12-30,,L,146,146,0,complete,146,0,complete
001400.SZ,001400,SZ,data/stock_1m/SZ/001400.parquet,75485,2025-04-24 09:30:00,2026-08-07 10:21:00,2025-04-24,,L,314,314,0,complete,314,0,complete
001696.SZ,001696,SZ,data/stock_1m/SZ/001696.parquet,961401,2010-01-04 09:30:00,2026-08-07 10:21:00,1997-03-06,,L,4030,3990,40,partial,3990,0,complete
001872.SZ,001872,SZ,data/stock_1m/SZ/001872.parquet,444697,2018-12-26 09:30:00,2026-08-07 10:21:00,1993-05-05,,L,4030,1846,2184,partial,3740,1894,partial
001896.SZ,001896,SZ,data/stock_1m/SZ/001896.parquet,967426,2010-01-04 09:30:00,2026-08-07 10:21:00,1998-01-22,,L,4030,4015,15,partial,4015,0,complete
001914.SZ,001914,SZ,data/stock_1m/SZ/001914.parquet,388062,2019-12-16 09:30:00,2026-08-07 10:21:00,1994-09-28,,L,4030,1611,2419,partial,3934,2323,partial
001965.SZ,001965,SZ,data/stock_1m/SZ/001965.parquet,503742,2017-12-25 09:30:00,2026-08-07 10:21:00,2017-12-25,,L,2091,2091,0,complete,2091,0,complete
001979.SZ,001979,SZ,data/stock_1m/SZ/001979.parquet,620627,2015-12-30 09:30:00,2026-08-07 10:21:00,2015-12-30,,L,2576,2576,0,complete,2576,0,complete
002001.SZ,002001,SZ,data/stock_1m/SZ/002001.parquet,968631,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-06-25,,L,4030,4020,10,partial,4020,0,complete
002002.SZ,002002,SZ,data/stock_1m/SZ/002002.parquet,820123,2010-01-04 09:30:00,2024-03-15 15:00:00,2004-06-25,,D,3449,3403,46,partial,3403,0,complete
002003.SZ,002003,SZ,data/stock_1m/SZ/002003.parquet,959232,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-06-25,,L,4030,3981,49,partial,3981,0,complete
002004.SZ,002004,SZ,data/stock_1m/SZ/002004.parquet,969113,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-06-25,,L,4030,4022,8,partial,4022,0,complete
002005.SZ,002005,SZ,data/stock_1m/SZ/002005.parquet,967426,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-06-25,,L,4030,4015,15,partial,4015,0,complete
002006.SZ,002006,SZ,data/stock_1m/SZ/002006.parquet,956822,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-06-25,,L,4030,3971,59,partial,3971,0,complete
002007.SZ,002007,SZ,data/stock_1m/SZ/002007.parquet,970318,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-06-25,,L,4030,4027,3,partial,4027,0,complete
002008.SZ,002008,SZ,data/stock_1m/SZ/002008.parquet,970559,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-06-25,,L,4030,4028,2,partial,4028,0,complete
002009.SZ,002009,SZ,data/stock_1m/SZ/002009.parquet,966221,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-06-29,,L,4030,4010,20,partial,4010,0,complete
002010.SZ,002010,SZ,data/stock_1m/SZ/002010.parquet,944290,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-06-29,,L,4030,3919,111,partial,3919,0,complete
002011.SZ,002011,SZ,data/stock_1m/SZ/002011.parquet,964293,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-05,,L,4030,4002,28,partial,4002,0,complete
002012.SZ,002012,SZ,data/stock_1m/SZ/002012.parquet,966944,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-05,,L,4030,4013,17,partial,4013,0,complete
002013.SZ,002013,SZ,data/stock_1m/SZ/002013.parquet,771682,2010-01-04 09:30:00,2023-03-16 15:00:00,2004-07-05,,D,3207,3202,5,partial,3202,0,complete
002014.SZ,002014,SZ,data/stock_1m/SZ/002014.parquet,962124,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-08,,L,4030,3993,37,partial,3993,0,complete
002015.SZ,002015,SZ,data/stock_1m/SZ/002015.parquet,934891,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-08,,L,4030,3880,150,partial,3880,0,complete
002016.SZ,002016,SZ,data/stock_1m/SZ/002016.parquet,967426,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-08,,L,4030,4015,15,partial,4015,0,complete
002017.SZ,002017,SZ,data/stock_1m/SZ/002017.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-13,,L,4030,4030,0,complete,4030,0,complete
002019.SZ,002019,SZ,data/stock_1m/SZ/002019.parquet,968872,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-13,,L,4030,4021,9,partial,4021,0,complete
002020.SZ,002020,SZ,data/stock_1m/SZ/002020.parquet,953207,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-15,,L,4030,3956,74,partial,3956,0,complete
002021.SZ,002021,SZ,data/stock_1m/SZ/002021.parquet,939229,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-15,,L,4030,3898,132,partial,3898,0,complete
002022.SZ,002022,SZ,data/stock_1m/SZ/002022.parquet,969113,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-21,,L,4030,4022,8,partial,4022,0,complete
002023.SZ,002023,SZ,data/stock_1m/SZ/002023.parquet,969113,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-21,,L,4030,4022,8,partial,4022,0,complete
002024.SZ,002024,SZ,data/stock_1m/SZ/002024.parquet,969113,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-21,,L,4030,4022,8,partial,4022,0,complete
002025.SZ,002025,SZ,data/stock_1m/SZ/002025.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-26,,L,4030,4030,0,complete,4030,0,complete
002026.SZ,002026,SZ,data/stock_1m/SZ/002026.parquet,965739,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-07-27,,L,4030,4008,22,partial,4008,0,complete
002027.SZ,002027,SZ,data/stock_1m/SZ/002027.parquet,953448,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-08-04,,L,4030,3957,73,partial,3957,0,complete
002028.SZ,002028,SZ,data/stock_1m/SZ/002028.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-08-05,,L,4030,4030,0,complete,4030,0,complete
002029.SZ,002029,SZ,data/stock_1m/SZ/002029.parquet,970077,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-08-06,,L,4030,4026,4,partial,4026,0,complete
002030.SZ,002030,SZ,data/stock_1m/SZ/002030.parquet,965016,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-08-09,,L,4030,4005,25,partial,4005,0,complete
002031.SZ,002031,SZ,data/stock_1m/SZ/002031.parquet,969595,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-08-16,,L,4030,4024,6,partial,4024,0,complete
002032.SZ,002032,SZ,data/stock_1m/SZ/002032.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-08-17,,L,4030,4030,0,complete,4030,0,complete
002033.SZ,002033,SZ,data/stock_1m/SZ/002033.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-08-25,,L,4030,4030,0,complete,4030,0,complete
002034.SZ,002034,SZ,data/stock_1m/SZ/002034.parquet,962365,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-08-26,,L,4030,3994,36,partial,3994,0,complete
002035.SZ,002035,SZ,data/stock_1m/SZ/002035.parquet,968872,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-09-01,,L,4030,4021,9,partial,4021,0,complete
002036.SZ,002036,SZ,data/stock_1m/SZ/002036.parquet,948628,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-09-03,,L,4030,3937,93,partial,3937,0,complete
002037.SZ,002037,SZ,data/stock_1m/SZ/002037.parquet,955858,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-09-08,,L,4030,3967,63,partial,3967,0,complete
002038.SZ,002038,SZ,data/stock_1m/SZ/002038.parquet,970318,2010-01-04 09:30:00,2026-08-07 10:21:00,2004-09-09,,L,4030,4027,3,partial,4027,0,complete
002039.SZ,002039,SZ,data/stock_1m/SZ/002039.parquet,971041,2010-01-04 09:30:00,2026-08-07 10:21:00,2005-03-03,,L,4030,4030,0,complete,4030,0,complete
